Cohort_id	Trait_onto_ID	Cancer_type	Cancer_subtype	Cancer_DOID	Case_name	Case_age_group	Case_sex	Case_size	Control_name	Control_age_group	Control_sex	Control_size	Condition	Conclusion	Platform	Tissue	Type	pubmed_id
METAC_88	190	breast cancer	nan	1612	Partial response breast cancer patients (post-RT)		F	24	Control		F	40	Partial response breast cancer patients (post-RT) VS control	Our results highlight the importance of metabolism in the outcomes of patients with BC	GC-EI-QTOF-MS	Serum	case vs.control group	31679126
METAC_89	190	breast cancer	nan	1612	Complete response breast cancer patients (post-RT)		F	13	Control		F	40	Complete response breast cancer patients (post-RT) VS control	Our results highlight the importance of metabolism in the outcomes of patients with BC	GC-EI-QTOF-MS	Serum	case vs.control group	31679126
METAC_90	190	breast cancer	nan	1612	Complete response (breast cancer patients post-RT)		F	13	Partial response (BC patients post-RT)		F	24	Complete response vs Partial response (breast cancer patients post-RT)	Our results highlight the importance of metabolism in the outcomes of patients with BC	GC-EI-QTOF-MS	Serum	case vs.control group	31679126
METAC_94	103	breast cancer	IDC(invasive ductal carcinoma)	1612	IDC(invasive ductal carcinoma) patients	44 (36-68)	F	20	Control	48 (35-63)	F	20	differentially expressed metabolites in IDC patients vs control	two classes of signaling lipids, lysophosphatidylethanolamine and ceramide, may play an important role in IDC development and progression	LC/MS	Serum	case vs.control group	26179699
METAC_95	27	breast cancer	nan	1612	breast cancer	40 (31-45)	F	35	healthy control	38 (35-40)	F	35	differences in plasma metabolites of patients of breast cancer and healthy control: training set	lowed circulating aspartate is a key metabolic feature of human breast cancer	LC-TOFMS/GC-TOF-MS	Plasma	case vs.control group	26452258
METAC_96	27	breast cancer	nan	1612	breast cancer	58 (46-73)	F	103	healthy control	30 (21-35)	F	41	differences in plasma metabolites of patients of breast cancer and healthy control: validation set	nan	LC-TOFMS/GC-TOF-MS	Plasma	case vs.control group	26452258
METAC_97	27	breast cancer	nan	1612	Breast cancer		F	111	Control		F	61	differences in saliva polyamines of patients and healthy control	The saliva polyamines discrimination equation appears to be useful for the diagnosis of breast cancer patients	UPLC-ESI-MS/MS	Saliva	case vs.control group	26523874
METAC_98	93	breast cancer	Her2 positive and negative	1612	HER2 positive breast cancer	52.3 (31-82)	F	36	HER2 negative breast cancer	53.1 (31-78)	F	60	Differences in metabolites of patients of Her2 positive vs Her2 negative	Compared to human epidermal growth factor receptor 2 (HER2)-negative patients, HER2-positive group showed elevated aerobic glycolysis, gluconeogenesis, and increased fatty acid biosynthesis with reduced Krebs cycle	UPLC-Q/TOF-MS;GC-Q/MS	Plasma	case vs.control group	26848530
METAC_99	72	breast cancer	ER positive and negative	1612	ER positive breast cancer		F	53	ER negative breast cancer		F	43	Differences in metabolites of patients of ER positive vs ER negative	Compared with estrogen receptor (ER)-negative group, ER-positive patients showed elevated alanine, aspartate and glutamate metabolism, decreased glycerolipid catabolism, and enhanced purine metabolism.	UPLC-Q/TOF-MS;GC-Q/MS	Plasma	case vs.control group	26848530
METAC_100	27	breast cancer	nan	1612	Breast cancer	53 (32-79)	F	30	Control		F	25	differences in saliva metabolites of patients and healthy control	An integrated metabonomics analysis in human saliva for identifying potential biomarkers to diagnose and stage BC was successfully eastablished, which was non-invasive, reliable, low-cost, and simple.	RPLC/HILIC UPLC-ESI-MS	Saliva	case vs.control group	27343615
METAC_101	3	breast cancer	ER and/or PR positive; or HER2 negative	1612	adjuvant endocrine therapy (ET)		F	10	metastatic endocrine therapy (ET)		F	19	differences in serum oxysterols of patients respectively in adjuvant and metastatic treatment	nan	GC-MS	Serum	case vs.control group	27343991
METAC_102	22	breast cancer	ER and/or PR positive; or HER2 negative	1612	BMI>25		F	17	BMI≤25		F	15	differences in serum oxysterols of patients with different BMI	nan	GC-MS	Serum	case vs.control group	27343991
METAC_103	70	breast cancer	ER and/or PR positive; or HER2 negative	1612	after endocrine therapy		F		before endocrine therapy		F		changes in serum oxysterols of patients after endocrine therapy	nan	GC-MS	Serum	case vs.control group	27343991
METAC_104	33	breast cancer	ER and/or PR positive; or HER2 negative	1612	after Tam therapy	58 (40-75)	F	15	before Tam therapy	58 (40-75)	F	15	changes in serum oxysterols of patients after Tamoxifen (Tam) therapy	Interestingly, we found that, in contrast to AI, Tam therapy significantly decreased blood levels of 24-hydroxycholesterol (24-HC), 7a-HC and 25-HC (a tumor promoter) (p = 0.0007, p = 0.0231 and p = 0.0231, respectively), whereas 4b HC levels increased (p = 0.0010). Interestingly, levels of 27-HC (a tumor promoter) significantly increased in response to AI (p = 0.0342), but not Tam treatment. According to these results, specific OS are promising candidate markers of Tam and AI efficacy	GC-MS	Serum	case vs.control group	27343991
METAC_105	9	breast cancer	ER and/or PR positive; or HER2 negative	1612	after AI therapy		F		before AI therapy		F		changes in serum oxysterols of patients after Aromatase Inhibitors (AI) therapy	Interestingly, we found that, in contrast to AI, Tam therapy significantly decreased blood levels of 24-hydroxycholesterol (24-HC), 7a-HC and 25-HC (a tumor promoter) (p = 0.0007, p = 0.0231 and p = 0.0231, respectively), whereas 4b HC levels increased (p = 0.0010). Interestingly, levels of 27-HC (a tumor promoter) significantly increased in response to AI (p = 0.0342), but not Tam treatment. According to these results, specific OS are promising candidate markers of Tam and AI efficacy	GC-MS	Serum	case vs.control group	27343991
METAC_110	30	breast cancer	nan	1612	breast cancer intervention group		F	43	breast cancer control group		F	42	ANCOVA results for breast cancer intervention vs breast cancer control group	nan	ELISA	Urine	case vs.control group	31612110
METAC_111	30	breast cancer	nan	1612	breast cancer intervention group		F	44	breast cancer control group		F	41	ANCOVA results for breast cancer intervention vs breast cancer control group	nan	ELISA	Urine	case vs.control group	31612110
METAC_112	30	breast cancer	nan	1612	breast cancer intervention group		F	35	breast cancer control group		F	39	ANCOVA results for breast cancer intervention vs breast cancer control group	nan	ELISA	Urine	case vs.control group	31612110
METAC_113	30	breast cancer	nan	1612	breast cancer intervention group		F	36	breast cancer control group		F	34	ANCOVA results for breast cancer intervention vs breast cancer control group	nan	ELISA	Urine	case vs.control group	31612110
METAC_114	27	breast cancer	nan	1612	breast cancer control group		F	42	healthy intervention group		F	24	ANCOVA results for healthy intervention group vs breast cancer control group	nan	ELISA	Urine	case vs.control group	31612110
METAC_115	27	breast cancer	nan	1612	breast cancer control group		F	41	healthy intervention group		F	24	ANCOVA results for healthy intervention group vs breast cancer control group	nan	ELISA	Urine	case vs.control group	31612110
METAC_116	27	breast cancer	nan	1612	breast cancer control group		F	39	healthy intervention group		F	24	ANCOVA results for healthy intervention group vs breast cancer control group	nan	ELISA	Urine	case vs.control group	31612110
METAC_117	27	breast cancer	nan	1612	breast cancer control group		F	34	healthy intervention group		F	23	ANCOVA results for healthy intervention group vs breast cancer control group	nan	ELISA	Urine	case vs.control group	31612110
METAC_118	27	breast cancer	nan	1612	breast cancer		F	42	Control		F	37	Estrogen metabolites of premenopausal patients with breast cancer and normal controls	4-hydroxy estrogen (4-OH-E) metabolite was found to be significantly increased in the urine samples of patients with breast cancer compared with the normal healthy controls	GC-MS	Urine	case vs.control group	31497216
METAC_119	27	breast cancer	nan	1612	breast cancer		F	29	Control		F	22	Androgen and progesterone metabolites of patients with breast cancer and normal controls	nan	GC-MS	Urine	case vs.control group	31497216
METAC_120	214	breast cancer	nan	1612	prior to treatment (TP1)		F	132	12 weeks into treatment (TP2)		F	132	breast cancer treatment on the serum metabolome between prior to treatment (TP1) and 12 weeks into treatment (TP2)	nan	NMR	Serum	case vs.control group	31483662
METAC_121	214	breast cancer	nan	1612	12 weeks into treatment (TP2)		F	132	surgically removed tumor (TP3)		F	132	breast cancer treatment on the serum metabolome between 12 weeks into treatment (TP2) and surgically removed tumor (TP3)	nan	NMR	Serum	case vs.control group	31483662
METAC_122	214	breast cancer	nan	1612	surgically removed tumor (TP3)		F	132	6 weeks after surgery (TP4)		F	132	breast cancer treatment on the serum metabolome between surgically removed tumor (TP3) and 6 weeks after surgery (TP4)	nan	NMR	Serum	case vs.control group	31483662
METAC_123	27	breast cancer	Ductal; Lobular; Ductal and lobular	1612	breast cancer	54.6	F	102	Control	51.6	F	99	Significant metabolites for comparison of breast cancer patients and healthy controls.	There were significant changes in plasma metabolites in breast cancer patients and healthy controls.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_124	36	breast cancer	Ductal; Lobular; Ductal and lobular	1612	breast cancer: Stage I		F	24	Control	51.6	F	99	Significant metabolites for comparison of breast cancer patients at stage I and controls.	There were significant changes in plasma metabolites in stage I breast cancer patients and healthy controls.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_125	36	breast cancer	Ductal; Lobular; Ductal and lobular	1612	breast cancer: Stage II		F	42	Control	51.6	F	99	Significant metabolites for comparison of breast cancer patients at stage II and controls.	There were significant changes in plasma metabolites in stage II breast cancer patients and healthy controls.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_126	36	breast cancer	Ductal; Lobular; Ductal and lobular	1612	breast cancer: Stage I & II		F	66	Control	51.6	F	99	Significant metabolites for comparison of breast cancer patients at stage I & II and controls.	There were significant changes in plasma metabolites in stage I & II breast cancer patients and healthy controls.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_127	36	breast cancer	Ductal; Lobular; Ductal and lobular	1612	breast cancer: Stage III		F	36	Control	51.6	F	99	Significant metabolites for comparison of breast cancer patients at stage III and controls.	There were significant changes in plasma metabolites in stage III breast cancer patients and healthy controls.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_128	36	breast cancer	Ductal; Lobular; Ductal and lobular	1612	stage II breast cancer		F	42	stage I breast cancer		F	24	Differences in metabolites of patients between stage I breast cancer patients and stage II breast cancer patients.	No significant difference in metabolites between stage I and stage II breast cancer.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_129	36	breast cancer	Ductal; Lobular; Ductal and lobular	1612	stage III breast cancer		F	36	stage I breast cancer		F	24	Differences in metabolites of patients between stage I breast cancer patients and stage III breast cancer patients.	No significant difference in metabolites between stage I and stage III breast cancer.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_130	72	breast cancer	Ductal; Lobular; Ductal and lobular	1612	ER+ breast cancer		F	95	ER− breast cancer		F	7	Differences in metabolites of patients between different ER status (ER+/ER-).	No significant difference in metabolites between ER+ and ER− breast cancer.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_131	164	breast cancer	Ductal; Lobular; Ductal and lobular	1612	PR+ breast cancer		F	88	PR− breast cancer		F	14	Differences in metabolites of patients between different PR status (PR+/PR-).	No significant difference in metabolites between PR+ and PR− breast cancer.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_132	93	breast cancer	Ductal; Lobular; Ductal and lobular	1612	HER2 positive breast cancer		F	20	HER2 negative breast cancer		F	69	Differences in metabolites of patients between different HER2 status (HER2+/HER2-).	No significant difference in metabolites between HER2+ and HER2− breast cancer.	LC-MS/MS	Plasma	case vs.control group	30562627
METAC_133	27	breast cancer	nan	1612	breast cancer patients	51.1 ± 12.0	F	134	healthy controls	51.1 ± 6.7	F	57	Metabolites differed between breast cancer cases and controls(discovery)	lipids may play a key role in breast carcinogenesis	LC-MS/GC-MS	Serum	case vs.control group	30771047
METAC_134	27	breast cancer	nan	1612	breast cancer patients	50.6 ± 10.7	F	224	healthy controls	58.4 ± 14.8	F	81	Metabolites differed between breast cancer cases and controls(validation)	nan	LC-MS/GC-MS	Serum	case vs.control group	30771047
